gt_corner_angle,normal_affinity,variant,seed,recovered_corner_angle,abs_corner_angle_error,normal_angular_error,surface_leakage,chamfer_distance,boundary_seam_error,normal_estimation_error,graph_edge_cross_surface_rate,graph_partition_pair_error,mls_fit_chamfer,mls_fit_normal_error,gaussian_spawn_rms,gaussian_spawn_chamfer_delta,generated,runtime_s
30,hard,C0,0,0.0,30.0,11.78249454498291,0.17846153846153845,0.026141667076628725,0.0862591431072743,2.6336162090301514,0.04689922480620155,0.4237276710481968,0.026238907106559982,11.8718843460083,0.0016068733530119061,-9.72400299312573e-05,650,0.15776324272155762
30,hard,C0,1,0.0,30.0,11.919914245605469,0.18923076923076923,0.026280349518657854,0.08582054521112997,2.806244373321533,0.0490041928721174,0.42340910216411626,0.026404226596797288,12.008766174316406,0.0016292175278067589,-0.00012387707813943383,650,0.12478899955749512
30,hard,C0,2,0.0,30.0,12.023148536682129,0.1523076923076923,0.026405663797796644,0.08600130281718261,2.967223644256592,0.04776739356178609,0.42725297796958606,0.026514785971356758,12.082098007202148,0.0016062555368989706,-0.00010912217356011389,650,0.15657258033752441
30,hard,C0,3,0.0,30.0,12.122968673706055,0.15538461538461537,0.02644862556301978,0.08526499183383081,2.687511682510376,0.04704510108864697,0.4256817972606987,0.026538014737070924,12.063641548156738,0.0015924276085570455,-8.938917405114377e-05,650,0.0911569595336914
30,hard,C0,4,0.0,30.0,12.192072868347168,0.15846153846153846,0.026241649000422203,0.08571100191564669,2.530592203140259,0.046383647798742135,0.42340910216411626,0.02631873958379248,12.132955551147461,0.0015966716455295682,-7.709058337027758e-05,650,0.15401697158813477
30,hard,C1,0,0.0,30.0,11.78249454498291,0.17846153846153845,0.026141667076628725,0.07994674867232578,2.6336162090301514,0.03550217764286657,0.4237276710481968,0.026238907106559982,11.8718843460083,0.0016068733530119061,-9.72400299312573e-05,650,0.1560044288635254
30,hard,C1,1,0.0,30.0,12.258530616760254,0.18307692307692308,0.02623672973255916,0.09311295803648617,2.806244373321533,0.03339167900902114,0.42709354726885557,0.026358603129433736,12.347343444824219,0.0016292172949761152,-0.00012187339687457638,650,0.22725462913513184
30,hard,C1,2,0.0,30.0,12.134005546569824,0.15076923076923077,0.026444600114389046,0.08000249167783516,2.967223644256592,0.03356063644872309,0.4296246616219789,0.026553413862540946,12.192934036254883,0.0016062555368989706,-0.00010881374815190081,650,0.18838214874267578
30,hard,C1,3,0.0,30.0,12.125490188598633,0.15692307692307692,0.026472089856818832,0.07913450337805214,2.687511682510376,0.03425472821055416,0.4268833301841543,0.026561900960077982,12.076460838317871,0.0015924276085570455,-8.98111032591499e-05,650,0.1496272087097168
30,hard,C1,4,3.267345225037183,26.732654774962818,12.375337600708008,0.16,0.02628342468825382,0.08542875926346004,2.530592203140259,0.03299492385786802,0.423404149952954,0.026362110262922785,12.316224098205566,0.0015966716455295682,-7.868557466896367e-05,650,0.2197115421295166
30,hard,C2,0,0.0,30.0,11.78249454498291,0.17846153846153845,0.026141667076628725,0.08552582012166793,2.6336162090301514,0.03550217764286657,0.4237276710481968,0.026238907106559982,11.8718843460083,0.0016068733530119061,-9.72400299312573e-05,650,0.31230664253234863
30,hard,C2,1,0.0,30.0,12.258530616760254,0.18307692307692308,0.02623672973255916,0.0973538251687779,2.806244373321533,0.03339167900902114,0.42709354726885557,0.026358603129433736,12.347343444824219,0.0016292172949761152,-0.00012187339687457638,650,0.29975295066833496
30,hard,C2,2,0.0,30.0,12.134005546569824,0.15076923076923077,0.026444600114389046,0.08908316130900705,2.967223644256592,0.03356063644872309,0.4296246616219789,0.026553413862540946,12.192934036254883,0.0016062555368989706,-0.00010881374815190081,650,0.2796344757080078
30,hard,C2,3,0.0,30.0,12.125490188598633,0.15692307692307692,0.026472089856818832,0.08430734477927526,2.687511682510376,0.03425472821055416,0.4268833301841543,0.026561900960077982,12.076460838317871,0.0015924276085570455,-8.98111032591499e-05,650,0.3064095973968506
30,hard,C2,4,3.267345225037183,26.732654774962818,12.375337600708008,0.16,0.02628342468825382,0.09027178891011421,2.530592203140259,0.03299492385786802,0.423404149952954,0.026362110262922785,12.316224098205566,0.0015966716455295682,-7.868557466896367e-05,650,0.29701876640319824
30,hard,C3,0,30.06481144085246,0.06481144085245916,1.7857966423034668,0.06769230769230769,0.016515204491941406,0.08569814051744223,2.6336162090301514,0.0,0.0,0.01650376994913679,1.7857966423034668,0.001606873469427228,1.1434542804614894e-05,650,0.3242912292480469
30,hard,C3,1,28.38208092340693,1.6179190765930684,6.632674217224121,0.0876923076923077,0.0182004482228714,0.09801172794992229,2.806244373321533,0.0,0.006551775367701679,0.01820407240719229,6.632674217224121,0.0016292172949761152,-3.6241843208890956e-06,650,0.3107893466949463
30,hard,C3,2,29.67610457595731,0.32389542404268923,3.945918083190918,0.08153846153846153,0.018303231343209214,0.09085953205008215,2.967223644256592,0.0,0.004296246616219789,0.01833277901722194,4.08437442779541,0.0016062557697296143,-2.95476740127254e-05,650,0.3196115493774414
30,hard,C3,3,29.93869182037453,0.061308179625470416,0.7825196981430054,0.05384615384615385,0.01767721723768257,0.08516514259071456,2.687511682510376,0.0,0.0021559764150714863,0.017633001752622897,0.7005864381790161,0.0015924276085570455,4.421548505967321e-05,650,0.3301117420196533
30,hard,C3,4,28.347511873891605,1.6524881261083948,1.8005260229110718,0.03076923076923077,0.018223121815521055,0.09048616173207254,2.530592203140259,0.0,0.0031397018768880305,0.01814167770793409,1.7543801069259644,0.0015966716455295682,8.14441075869636e-05,650,0.3330368995666504
30,soft,C0,0,0.0,30.0,11.78249454498291,0.17846153846153845,0.026141667076628725,0.0862591431072743,2.6336162090301514,0.04689922480620155,0.4237276710481968,0.026238907106559982,11.8718843460083,0.0016068733530119061,-9.72400299312573e-05,650,0.11910653114318848
30,soft,C0,1,0.0,30.0,11.919914245605469,0.18923076923076923,0.026280349518657854,0.08582054521112997,2.806244373321533,0.0490041928721174,0.42340910216411626,0.026404226596797288,12.008766174316406,0.0016292175278067589,-0.00012387707813943383,650,0.1454486846923828
30,soft,C0,2,0.0,30.0,12.023148536682129,0.1523076923076923,0.026405663797796644,0.08600130281718261,2.967223644256592,0.04776739356178609,0.42725297796958606,0.026514785971356758,12.082098007202148,0.0016062555368989706,-0.00010912217356011389,650,0.15340709686279297
30,soft,C0,3,0.0,30.0,12.122968673706055,0.15538461538461537,0.02644862556301978,0.08526499183383081,2.687511682510376,0.04704510108864697,0.4256817972606987,0.026538014737070924,12.063641548156738,0.0015924276085570455,-8.938917405114377e-05,650,0.11809778213500977
30,soft,C0,4,0.0,30.0,12.192072868347168,0.15846153846153846,0.026241649000422203,0.08571100191564669,2.530592203140259,0.046383647798742135,0.42340910216411626,0.02631873958379248,12.132955551147461,0.0015966716455295682,-7.709058337027758e-05,650,0.10634708404541016
30,soft,C1,0,0.0,30.0,11.78249454498291,0.17846153846153845,0.026141667076628725,0.07965893376707933,2.6336162090301514,0.04332598261771955,0.4237276710481968,0.026238907106559982,11.8718843460083,0.0016068733530119061,-9.72400299312573e-05,650,0.18814396858215332
30,soft,C1,1,0.0,30.0,11.919914245605469,0.18923076923076923,0.026280349518657854,0.07932629503463257,2.806244373321533,0.04472295514511873,0.42340910216411626,0.026404226596797288,12.008766174316406,0.0016292175278067589,-0.00012387707813943383,650,0.1933600902557373
30,soft,C1,2,0.0,30.0,12.023148536682129,0.1523076923076923,0.026405663797796644,0.0790906604915622,2.967223644256592,0.04236955668889761,0.42725297796958606,0.026514785971356758,12.082098007202148,0.0016062555368989706,-0.00010912217356011389,650,0.247025728225708
30,soft,C1,3,0.0,30.0,12.122968673706055,0.15538461538461537,0.02644862556301978,0.07856889157101558,2.687511682510376,0.04101894186806009,0.4256817972606987,0.026538014737070924,12.063641548156738,0.0015924276085570455,-8.938917405114377e-05,650,0.23180603981018066
30,soft,C1,4,0.0,30.0,12.192072868347168,0.15846153846153846,0.026241649000422203,0.07875295909252977,2.530592203140259,0.044491246544688695,0.42340910216411626,0.02631873958379248,12.132955551147461,0.0015966716455295682,-7.709058337027758e-05,650,0.21994972229003906
30,soft,C2,0,0.0,30.0,11.78249454498291,0.17846153846153845,0.026141667076628725,0.08547787122218561,2.6336162090301514,0.04332598261771955,0.4237276710481968,0.026238907106559982,11.8718843460083,0.0016068733530119061,-9.72400299312573e-05,650,0.2762129306793213
30,soft,C2,1,0.0,30.0,11.919914245605469,0.18923076923076923,0.026280349518657854,0.08585464614637658,2.806244373321533,0.04472295514511873,0.42340910216411626,0.026404226596797288,12.008766174316406,0.0016292175278067589,-0.00012387707813943383,650,0.28171372413635254
30,soft,C2,2,0.0,30.0,12.023148536682129,0.1523076923076923,0.026405663797796644,0.08546114110946297,2.967223644256592,0.04236955668889761,0.42725297796958606,0.026514785971356758,12.082098007202148,0.0016062555368989706,-0.00010912217356011389,650,0.3088722229003906
30,soft,C2,3,0.0,30.0,12.122968673706055,0.15538461538461537,0.02644862556301978,0.08383444883751894,2.687511682510376,0.04101894186806009,0.4256817972606987,0.026538014737070924,12.063641548156738,0.0015924276085570455,-8.938917405114377e-05,650,0.31472039222717285
30,soft,C2,4,0.0,30.0,12.192072868347168,0.15846153846153846,0.026241649000422203,0.08486452187631285,2.530592203140259,0.044491246544688695,0.42340910216411626,0.02631873958379248,12.132955551147461,0.0015966716455295682,-7.709058337027758e-05,650,0.30173397064208984
30,soft,C3,0,30.06481144085246,0.06481144085245916,1.7857966423034668,0.06769230769230769,0.016515204491941406,0.08569150555109498,2.6336162090301514,0.0,0.0,0.01650376994913679,1.7857966423034668,0.001606873469427228,1.1434542804614894e-05,650,0.33377504348754883
30,soft,C3,1,30.078837527040882,0.0788375270408821,3.4454116821289062,0.08461538461538462,0.01735649444469986,0.08609482307175813,2.806244373321533,0.0,0.0,0.01732397589755158,3.445411205291748,0.0016292172949761152,3.2518547148280286e-05,650,0.31418585777282715
30,soft,C3,2,30.1182464945736,0.11824649457360081,3.156555652618408,0.08153846153846153,0.01746438012555645,0.08616731821971932,2.967223644256592,0.0,0.0,0.017497272323251524,3.2950127124786377,0.0016062557697296143,-3.289219769507523e-05,650,0.33550572395324707
30,soft,C3,3,29.981110914778018,0.01888908522198207,0.7216442227363586,0.052307692307692305,0.017644923032688165,0.08474167742143782,2.687511682510376,0.0,0.0,0.01760204187134382,0.6294614672660828,0.0015924276085570455,4.288116134434569e-05,650,0.34104394912719727
30,soft,C3,4,29.969709683109375,0.03029031689062478,0.3339119255542755,0.03076923076923077,0.01795032704507295,0.08509085270464012,2.530592203140259,0.0,0.0,0.01786627454770555,0.28776586055755615,0.0015966716455295682,8.405249736740186e-05,650,0.31128358840942383
30,adaptive,C0,0,0.0,30.0,11.78249454498291,0.17846153846153845,0.026141667076628725,0.0862591431072743,2.6336162090301514,0.04689922480620155,0.4237276710481968,0.026238907106559982,11.8718843460083,0.0016068733530119061,-9.72400299312573e-05,650,0.12414121627807617
30,adaptive,C0,1,0.0,30.0,11.919914245605469,0.18923076923076923,0.026280349518657854,0.08582054521112997,2.806244373321533,0.0490041928721174,0.42340910216411626,0.026404226596797288,12.008766174316406,0.0016292175278067589,-0.00012387707813943383,650,0.10272669792175293
30,adaptive,C0,2,0.0,30.0,12.023148536682129,0.1523076923076923,0.026405663797796644,0.08600130281718261,2.967223644256592,0.04776739356178609,0.42725297796958606,0.026514785971356758,12.082098007202148,0.0016062555368989706,-0.00010912217356011389,650,0.12180089950561523
30,adaptive,C0,3,0.0,30.0,12.122968673706055,0.15538461538461537,0.02644862556301978,0.08526499183383081,2.687511682510376,0.04704510108864697,0.4256817972606987,0.026538014737070924,12.063641548156738,0.0015924276085570455,-8.938917405114377e-05,650,0.15867376327514648
30,adaptive,C0,4,0.0,30.0,12.192072868347168,0.15846153846153846,0.026241649000422203,0.08571100191564669,2.530592203140259,0.046383647798742135,0.42340910216411626,0.02631873958379248,12.132955551147461,0.0015966716455295682,-7.709058337027758e-05,650,0.15636539459228516
30,adaptive,C1,0,0.0,30.0,11.78249454498291,0.17846153846153845,0.026141667076628725,0.07965054620075387,2.6336162090301514,0.041552689852807086,0.4237276710481968,0.026238907106559982,11.8718843460083,0.0016068733530119061,-9.72400299312573e-05,650,0.23527050018310547
30,adaptive,C1,1,0.0,30.0,11.919914245605469,0.18923076923076923,0.026280349518657854,0.07916831009378819,2.806244373321533,0.04188204108681246,0.42340910216411626,0.026404226596797288,12.008766174316406,0.0016292175278067589,-0.00012387707813943383,650,0.23038935661315918
30,adaptive,C1,2,0.0,30.0,12.023148536682129,0.1523076923076923,0.026405663797796644,0.07909793097703367,2.967223644256592,0.044248949579831935,0.42725297796958606,0.026514785971356758,12.082098007202148,0.0016062555368989706,-0.00010912217356011389,650,0.23897433280944824
30,adaptive,C1,3,0.0,30.0,12.122968673706055,0.15538461538461537,0.02644862556301978,0.07853025661717872,2.687511682510376,0.04442417926003127,0.4256817972606987,0.026538014737070924,12.063641548156738,0.0015924276085570455,-8.938917405114377e-05,650,0.25596070289611816
30,adaptive,C1,4,0.0,30.0,12.192072868347168,0.15846153846153846,0.026241649000422203,0.0787704386407429,2.530592203140259,0.04261213720316623,0.42340910216411626,0.02631873958379248,12.132955551147461,0.0015966716455295682,-7.709058337027758e-05,650,0.1977860927581787
30,adaptive,C2,0,0.0,30.0,11.78249454498291,0.17846153846153845,0.026141667076628725,0.08523401847790078,2.6336162090301514,0.041552689852807086,0.4237276710481968,0.026238907106559982,11.8718843460083,0.0016068733530119061,-9.72400299312573e-05,650,0.3438694477081299
30,adaptive,C2,1,0.0,30.0,11.919914245605469,0.18923076923076923,0.026280349518657854,0.08555364504537605,2.806244373321533,0.04188204108681246,0.42340910216411626,0.026404226596797288,12.008766174316406,0.0016292175278067589,-0.00012387707813943383,650,0.33057498931884766
30,adaptive,C2,2,0.0,30.0,12.023148536682129,0.1523076923076923,0.026405663797796644,0.08525249400073587,2.967223644256592,0.044248949579831935,0.42725297796958606,0.026514785971356758,12.082098007202148,0.0016062555368989706,-0.00010912217356011389,650,0.33713221549987793
30,adaptive,C2,3,0.0,30.0,12.122968673706055,0.15538461538461537,0.02644862556301978,0.08393500654247461,2.687511682510376,0.04442417926003127,0.4256817972606987,0.026538014737070924,12.063641548156738,0.0015924276085570455,-8.938917405114377e-05,650,0.3409452438354492
30,adaptive,C2,4,0.0,30.0,12.192072868347168,0.15846153846153846,0.026241649000422203,0.0849911330707033,2.530592203140259,0.04261213720316623,0.42340910216411626,0.02631873958379248,12.132955551147461,0.0015966716455295682,-7.709058337027758e-05,650,0.3298757076263428
30,adaptive,C3,0,30.06481144085246,0.06481144085245916,1.7857966423034668,0.06769230769230769,0.016515204491941406,0.08570681992366712,2.6336162090301514,0.0,0.0,0.01650376994913679,1.7857966423034668,0.001606873469427228,1.1434542804614894e-05,650,0.3468916416168213
30,adaptive,C3,1,30.078837527040882,0.0788375270408821,3.4454116821289062,0.08461538461538462,0.01735649444469986,0.08580313838591228,2.806244373321533,0.0,0.0,0.01732397589755158,3.445411205291748,0.0016292172949761152,3.2518547148280286e-05,650,0.36812686920166016
30,adaptive,C3,2,30.1182464945736,0.11824649457360081,3.156555652618408,0.08153846153846153,0.01746438012555645,0.0862380617189083,2.967223644256592,0.0,0.0,0.017497272323251524,3.2950127124786377,0.0016062557697296143,-3.289219769507523e-05,650,0.3616454601287842
30,adaptive,C3,3,29.981110914778018,0.01888908522198207,0.7216442227363586,0.052307692307692305,0.017644923032688165,0.0847689555558964,2.687511682510376,0.0,0.0,0.01760204187134382,0.6294614672660828,0.0015924276085570455,4.288116134434569e-05,650,0.3806495666503906
30,adaptive,C3,4,29.969709683109375,0.03029031689062478,0.3339119255542755,0.03076923076923077,0.01795032704507295,0.08520699646452012,2.530592203140259,0.0,0.0,0.01786627454770555,0.28776586055755615,0.0015966716455295682,8.405249736740186e-05,650,0.369828462600708
45,hard,C0,0,0.0,45.0,31.264068603515625,0.2076923076923077,0.04364488451876076,0.09918128569937208,2.4622552394866943,0.03777258566978193,0.42484241425731795,0.043869472515351025,31.48283576965332,0.001608312944881618,-0.00022458799659026696,650,0.15001821517944336
45,hard,C0,1,0.0,45.0,27.299903869628906,0.2276923076923077,0.04441077440821463,0.09957396752198489,2.5433311462402344,0.03796296296296296,0.425674413909708,0.04459705021444757,27.117176055908203,0.0016299437265843153,-0.00018627580623294115,650,0.21055960655212402
45,hard,C0,2,0.0,45.0,26.722530364990234,0.16,0.043386960508406514,0.09965999767243419,2.550886869430542,0.03687888198757764,0.4265139147822223,0.043584908484195065,26.888858795166016,0.0016064229421317577,-0.00019794797578855106,650,0.1962127685546875
45,hard,C0,3,0.0,45.0,28.727283477783203,0.15692307692307692,0.04335933902821873,0.09809151866376728,2.4038844108581543,0.03497139885595424,0.4264235569422777,0.043505240443875354,28.41836166381836,0.0015932249370962381,-0.00014590141565662407,650,0.21244335174560547
45,hard,C0,4,0.0,45.0,30.182458877563477,0.2153846153846154,0.04371492507960456,0.09917797610102405,2.46999192237854,0.03571428571428571,0.42303249311335567,0.04383510431620957,29.89260482788086,0.0015962435863912106,-0.0001201792366050114,650,0.1773078441619873
45,hard,C1,0,6.340473018189604,38.659526981810394,31.491207122802734,0.2,0.04349064458540748,0.09619470091369203,2.4622552394866943,0.026128266033254157,0.42362255237873064,0.043706402382411524,31.673791885375977,0.001608312944881618,-0.00021575779700404307,650,0.23876380920410156
